authorID,supervisorID,confjorID,supervisorsIDs
a28234,s28234,j6092,editor76660
a45562,s45562,j5050,editor76661
a60245,s60245,j10777,editor76662
a101197,s101197,j6254,editor76663
a71124,s71124,j8985,editor76664
a102967,s102967,j12097,editor76665
a58828,s58828,j13367,editor76666
a13554,s13554,j11906,editor76667
a105560,s105560,j13675,editor76668
a105510,s105510,j6319,editor76669
a69178,s69178,j19238,editor76670
a19691,s19691,j6344,editor76671
a53965,s53965,j5234,editor76672
a101239,s101239,j1066,editor76673
a84385,s84385,j4747,editor76674
a39398,s39398,c140,chair1406
a48440,s48440,j9470,editor76675
a62020,s62020,j9903,editor76676
a85789,s85789,j1108,editor76677
a49273,s49273,j11254,editor76678
a31036,s31036,j13523,editor76679
a37345,s37345,j19874,editor76680
a66684,s66684,j12540,editor76681
a28077,s28077,j7844,editor76682
a68995,s68995,j19911,editor76683
a49605,s49605,j3484,editor76684
a51528,s51528,j13076,editor76685
a30753,s30753,j7594,editor76686
a63266,s63266,j13510,editor76687
a14280,s14280,j1562,editor76688
a44086,s44086,j9288,editor76689
a99792,s99792,j13300,editor76690
a14927,s14927,j19721,editor76691
a16104,s16104,j8681,editor76692
a44884,s44884,j16337,editor76693
a43285,s43285,j4589,editor76694
a35747,s35747,j11757,editor76695
a87176,s87176,j714,editor76696
a99801,s99801,j17668,editor76697
a21775,s21775,j19710,editor76698
a24556,s24556,j18625,editor76699
a92999,s92999,j1658,editor76700
a46888,s46888,j19638,editor76701
a36327,s36327,j19886,editor76702
a69064,s69064,j5855,editor76703
a58022,s58022,j18188,editor76704
a18541,s18541,j2542,editor76705
a48756,s48756,j10539,editor76706
a102205,s102205,j8775,editor76707
a76518,s76518,j16854,editor76708
a86165,s86165,j10654,editor76709
a47818,s47818,j18546,editor76710
a73679,s73679,j1033,editor76711
a785,s785,j19200,editor76712
a54969,s54969,j12628,editor76713
a51627,s51627,j14813,editor76714
a97030,s97030,j14582,editor76715
a15454,s15454,j15787,editor76716
a79437,s79437,j12531,editor76717
a85471,s85471,j15795,editor76718
a6258,s6258,j19771,editor76719
a21497,s21497,j14695,editor76720
a66056,s66056,j1341,editor76721
a26468,s26468,j8862,editor76722
a49357,s49357,j12396,editor76723
a61437,s61437,j10896,editor76724
a59048,s59048,j6312,editor76725
a17232,s17232,j11371,editor76726
a30367,s30367,j2005,editor76727
a53416,s53416,j17915,editor76728
a51531,s51531,j3418,editor76729
a53998,s53998,j12107,editor76730
a67053,s67053,j3116,editor76731
a85901,s85901,j2241,editor76732
a25658,s25658,j18555,editor76733
a65538,s65538,j18454,editor76734
a63214,s63214,j2742,editor76735
a44029,s44029,c44,chair1407
a11857,s11857,j5683,editor76736
a2878,s2878,j3115,editor76737
a36419,s36419,j15183,editor76738
a348,s348,j11028,editor76739
a37615,s37615,j15656,editor76740
a82259,s82259,j136,editor76741
a69005,s69005,j548,editor76742
a95397,s95397,j15767,editor76743
a60615,s60615,j16405,editor76744
a67995,s67995,j216,editor76745
a20856,s20856,j16052,editor76746
a49366,s49366,j15823,editor76747
a3634,s3634,j9168,editor76748
a20456,s20456,j8759,editor76749
a58738,s58738,j11661,editor76750
a36716,s36716,j2761,editor76751
a31116,s31116,j2112,editor76752
a47188,s47188,j14405,editor76753
a22757,s22757,j16747,editor76754
a34432,s34432,j5849,editor76755
a86102,s86102,j19131,editor76756
a68378,s68378,j555,editor76757
a54034,s54034,j11155,editor76758
a51275,s51275,j9133,editor76759
a49459,s49459,j10305,editor76760
a36424,s36424,j16243,editor76761
a50510,s50510,j468,editor76762
a48397,s48397,j5263,editor76763
a58438,s58438,j11750,editor76764
a67778,s67778,j17821,editor76765
a74517,s74517,j6610,editor76766
a91442,s91442,j5390,editor76767
a70164,s70164,j771,editor76768
a69879,s69879,j6420,editor76769
a30975,s30975,j1595,editor76770
a56750,s56750,j16888,editor76771
a76615,s76615,j6005,editor76772
a22234,s22234,j13014,editor76773
a95073,s95073,j19643,editor76774
a47905,s47905,j8890,editor76775
a87757,s87757,j15951,editor76776
a88426,s88426,j15480,editor76777
a26503,s26503,j19977,editor76778
a71343,s71343,j4560,editor76779
a11358,s11358,j18732,editor76780
a72673,s72673,j19657,editor76781
a43058,s43058,j1202,editor76782
a89491,s89491,j9856,editor76783
a64179,s64179,j4323,editor76784
a79562,s79562,j16984,editor76785
a15491,s15491,j7252,editor76786
a11324,s11324,j6899,editor76787
a65015,s65015,c204,chair1408
a513,s513,j1366,editor76788
a66637,s66637,j7270,editor76789
a81004,s81004,j5898,editor76790
a86653,s86653,j15988,editor76791
a78364,s78364,j3183,editor76792
a10795,s10795,j12768,editor76793
a28612,s28612,j4287,editor76794
a74657,s74657,j16281,editor76795
a92427,s92427,j13154,editor76796
a58856,s58856,j17216,editor76797
a82178,s82178,j6404,editor76798
a60333,s60333,j16371,editor76799
a79757,s79757,j14666,editor76800
a53492,s53492,j868,editor76801
a101947,s101947,j4572,editor76802
a5390,s5390,j13805,editor76803
a84560,s84560,j8946,editor76804
a35126,s35126,j13107,editor76805
a90151,s90151,j3026,editor76806
a71273,s71273,j14115,editor76807
a57781,s57781,j9416,editor76808
a70344,s70344,j17102,editor76809
a103884,s103884,j16062,editor76810
a84854,s84854,j12096,editor76811
a53778,s53778,j4331,editor76812
a93819,s93819,c187,chair1409
a89755,s89755,j17761,editor76813
a89992,s89992,j8808,editor76814
a78132,s78132,j3043,editor76815
a32070,s32070,j3049,editor76816
a79270,s79270,j4875,editor76817
a54680,s54680,j2827,editor76818
a31342,s31342,j18413,editor76819
a74078,s74078,j931,editor76820
a96548,s96548,j19019,editor76821
a75772,s75772,j11731,editor76822
a64096,s64096,j265,editor76823
a3984,s3984,j17907,editor76824
a72721,s72721,j9989,editor76825
a5817,s5817,j14176,editor76826
a100789,s100789,j14713,editor76827
a41849,s41849,j4238,editor76828
a63109,s63109,j10752,editor76829
a14807,s14807,j16850,editor76830
a2027,s2027,j13494,editor76831
a88679,s88679,j13531,editor76832
a5724,s5724,j15274,editor76833
a13638,s13638,j1983,editor76834
a20930,s20930,j18875,editor76835
a46917,s46917,j12654,editor76836
a22203,s22203,j14784,editor76837
a99125,s99125,j11483,editor76838
a56257,s56257,j18874,editor76839
a9498,s9498,j14689,editor76840
a84705,s84705,j5754,editor76841
a86353,s86353,j7312,editor76842
a41478,s41478,j849,editor76843
a3505,s3505,j9197,editor76844
a87504,s87504,j362,editor76845
a100537,s100537,j11414,editor76846
a7871,s7871,j11734,editor76847
a50773,s50773,j4340,editor76848
a87155,s87155,j1061,editor76849
a27290,s27290,j14671,editor76850
a7604,s7604,j17399,editor76851
a61187,s61187,j9325,editor76852
a43944,s43944,j17557,editor76853
a41614,s41614,j7700,editor76854
a49444,s49444,j245,editor76855
a8025,s8025,j3958,editor76856
a85247,s85247,j19949,editor76857
a86002,s86002,j10773,editor76858
a60548,s60548,j14760,editor76859
a12904,s12904,j10635,editor76860
a5307,s5307,j3453,editor76861
a58986,s58986,j16948,editor76862
a18884,s18884,j14292,editor76863
a23593,s23593,j6375,editor76864
a23513,s23513,j11381,editor76865
a9857,s9857,j13951,editor76866
a100495,s100495,j15915,editor76867
a49108,s49108,j1941,editor76868
a61953,s61953,j990,editor76869
a50107,s50107,j9047,editor76870
a35318,s35318,j14844,editor76871
a87370,s87370,j899,editor76872
a38891,s38891,j5191,editor76873
a18970,s18970,j10364,editor76874
a94076,s94076,j6363,editor76875
a62394,s62394,j5096,editor76876
a56162,s56162,j12809,editor76877
a79769,s79769,j2954,editor76878
a28923,s28923,j10693,editor76879
a59853,s59853,j19769,editor76880
a102502,s102502,j9708,editor76881
a100066,s100066,j15262,editor76882
a1628,s1628,j10228,editor76883
a45262,s45262,j2298,editor76884
a29067,s29067,j18818,editor76885
a89837,s89837,j13230,editor76886
a29575,s29575,j19020,editor76887
a51356,s51356,j14882,editor76888
a24610,s24610,j2721,editor76889
a3400,s3400,j14123,editor76890
a96802,s96802,j10620,editor76891
a75498,s75498,j12182,editor76892
a102792,s102792,j152,editor76893
a104807,s104807,j7265,editor76894
a34604,s34604,j4496,editor76895
a102472,s102472,j3641,editor76896
a31092,s31092,j13790,editor76897
a22501,s22501,j8779,editor76898
a90767,s90767,j12618,editor76899
a99569,s99569,j14883,editor76900
a40943,s40943,j14385,editor76901
a57895,s57895,j5562,editor76902
a96190,s96190,j9082,editor76903
a64856,s64856,j3156,editor76904
a21799,s21799,j17560,editor76905
a56848,s56848,j1866,editor76906
a48444,s48444,j1412,editor76907
a77692,s77692,j2316,editor76908
a10047,s10047,j2551,editor76909
a52073,s52073,j14544,editor76910
a1475,s1475,j11658,editor76911
a47244,s47244,j15993,editor76912
a23804,s23804,j15202,editor76913
a66681,s66681,j2092,editor76914
a43674,s43674,j12434,editor76915
a66771,s66771,j5728,editor76916
a4485,s4485,j1007,editor76917
a42428,s42428,j12967,editor76918
a70542,s70542,j2908,editor76919
a72230,s72230,j6987,editor76920
a88152,s88152,j17334,editor76921
a18725,s18725,j10510,editor76922
a86343,s86343,j3101,editor76923
a28776,s28776,j6268,editor76924
a50970,s50970,j2785,editor76925
a101327,s101327,j11376,editor76926
a89309,s89309,j13866,editor76927
a45110,s45110,j8713,editor76928
a48710,s48710,j18273,editor76929
a85503,s85503,j11583,editor76930
a57079,s57079,j6466,editor76931
a87978,s87978,j18314,editor76932
a57024,s57024,j8801,editor76933
a43945,s43945,j3134,editor76934
a52520,s52520,j4437,editor76935
a101822,s101822,j13728,editor76936
a30558,s30558,j9962,editor76937
a26965,s26965,j4748,editor76938
a69495,s69495,j13074,editor76939
a53467,s53467,j3967,editor76940
a99980,s99980,j14328,editor76941
a89762,s89762,j19257,editor76942
a18851,s18851,j15769,editor76943
a10274,s10274,j2198,editor76944
a36036,s36036,j8046,editor76945
a24974,s24974,j5531,editor76946
a10884,s10884,j882,editor76947
a7631,s7631,j1181,editor76948
a2728,s2728,j3760,editor76949
a56682,s56682,j13307,editor76950
a27462,s27462,j2022,editor76951
a64660,s64660,j16017,editor76952
a63258,s63258,j6237,editor76953
a17564,s17564,j10378,editor76954
a3135,s3135,j12003,editor76955
a16056,s16056,j15465,editor76956
a94257,s94257,j12077,editor76957
a89599,s89599,j10063,editor76958
a83524,s83524,c183,chair1410
a83418,s83418,j19136,editor76959
a78866,s78866,j18530,editor76960
a77688,s77688,j5542,editor76961
a63,s63,j17372,editor76962
a82451,s82451,j17972,editor76963
a68140,s68140,j17978,editor76964
a34757,s34757,j17640,editor76965
a9787,s9787,j13978,editor76966
a12688,s12688,j16042,editor76967
a94760,s94760,j16309,editor76968
a13837,s13837,j14990,editor76969
a73487,s73487,j13495,editor76970
a26199,s26199,j15402,editor76971
a40090,s40090,j13000,editor76972
a103954,s103954,j6101,editor76973
a45580,s45580,j3715,editor76974
a48966,s48966,j17179,editor76975
a24932,s24932,j10599,editor76976
a70674,s70674,j2555,editor76977
a44522,s44522,j15199,editor76978
a19812,s19812,j19853,editor76979
a35780,s35780,j1702,editor76980
a76899,s76899,j424,editor76981
a7575,s7575,j5548,editor76982
a18134,s18134,c90,chair1411
a45149,s45149,j11025,editor76983
a38438,s38438,j6972,editor76984
a39875,s39875,j19354,editor76985
a97688,s97688,j14236,editor76986
a69865,s69865,j2965,editor76987
a50660,s50660,j1507,editor76988
a34799,s34799,j19793,editor76989
a48993,s48993,j15617,editor76990
a74869,s74869,j16102,editor76991
a41760,s41760,j13352,editor76992
a98328,s98328,j13991,editor76993
a42793,s42793,j7575,editor76994
a17060,s17060,j9326,editor76995
a34337,s34337,j11683,editor76996
a99551,s99551,j7552,editor76997
a79886,s79886,j16919,editor76998
a52232,s52232,j16343,editor76999
a87175,s87175,j5559,editor77000
a1206,s1206,j2924,editor77001
a66108,s66108,j3243,editor77002
a27560,s27560,j9054,editor77003
a96030,s96030,j10086,editor77004
a62212,s62212,j14468,editor77005
a27844,s27844,j1757,editor77006
a27509,s27509,j12660,editor77007
a41769,s41769,j10441,editor77008
a95429,s95429,j9405,editor77009
a13490,s13490,j652,editor77010
a51035,s51035,j12067,editor77011
a76925,s76925,j14655,editor77012
a89890,s89890,j2791,editor77013
a38441,s38441,j13949,editor77014
a97883,s97883,j18325,editor77015
a104440,s104440,j12957,editor77016
a92107,s92107,j3886,editor77017
a58263,s58263,j5784,editor77018
a62270,s62270,j7755,editor77019
a96070,s96070,j16074,editor77020
a55669,s55669,j15905,editor77021
a13302,s13302,j14022,editor77022
a89750,s89750,j12581,editor77023
a70953,s70953,j19341,editor77024
a71981,s71981,j10060,editor77025
a3417,s3417,j19032,editor77026
a95085,s95085,j7799,editor77027
a103258,s103258,j544,editor77028
a36014,s36014,j11751,editor77029
a90851,s90851,j7911,editor77030
a82197,s82197,j2339,editor77031
a48276,s48276,j1806,editor77032
a17355,s17355,j12537,editor77033
a97252,s97252,j9641,editor77034
a13248,s13248,j4137,editor77035
a22016,s22016,j2438,editor77036
a39819,s39819,j12406,editor77037
a59121,s59121,j10107,editor77038
a53815,s53815,j14119,editor77039
a4953,s4953,j14507,editor77040
a101914,s101914,j18468,editor77041
a31528,s31528,j14558,editor77042
a60554,s60554,j2685,editor77043
a51184,s51184,j11353,editor77044
a52909,s52909,j9790,editor77045
a70148,s70148,j13795,editor77046
a84095,s84095,j3939,editor77047
a84699,s84699,j3755,editor77048
a9198,s9198,j11851,editor77049
a72540,s72540,j19052,editor77050
a15876,s15876,j4025,editor77051
a36918,s36918,j10649,editor77052
a11414,s11414,c212,chair1412
a48098,s48098,j7747,editor77053
a59312,s59312,j5256,editor77054
a38779,s38779,j16575,editor77055
a72586,s72586,j7324,editor77056
a99051,s99051,j4689,editor77057
a58285,s58285,j10497,editor77058
a40664,s40664,j474,editor77059
a75618,s75618,j18910,editor77060
a90738,s90738,j7255,editor77061
a10076,s10076,j14054,editor77062
a30375,s30375,j16450,editor77063
a56951,s56951,j10400,editor77064
a21215,s21215,j5753,editor77065
a77043,s77043,j2306,editor77066
a32910,s32910,j16781,editor77067
a1056,s1056,j8926,editor77068
a97795,s97795,j591,editor77069
a17747,s17747,j11308,editor77070
a32668,s32668,j836,editor77071
a41453,s41453,j11976,editor77072
a48095,s48095,j2117,editor77073
a4101,s4101,j3847,editor77074
a9361,s9361,j3507,editor77075
a3347,s3347,j4299,editor77076
a12746,s12746,j12435,editor77077
a81974,s81974,j12684,editor77078
a81351,s81351,j4944,editor77079
a33823,s33823,j16585,editor77080
a59888,s59888,j6212,editor77081
a58566,s58566,j6522,editor77082
a102972,s102972,j1381,editor77083
a55084,s55084,j11328,editor77084
a22454,s22454,j12847,editor77085
a26852,s26852,j367,editor77086
a2090,s2090,j6283,editor77087
a56203,s56203,j15687,editor77088
a3901,s3901,j6448,editor77089
a10584,s10584,c219,chair1413
a56525,s56525,j8844,editor77090
a60662,s60662,j19875,editor77091
a67166,s67166,c72,chair1414
a29446,s29446,j11712,editor77092
a9325,s9325,j2532,editor77093
a66412,s66412,j19658,editor77094
a54780,s54780,j10455,editor77095
a33381,s33381,j15290,editor77096
a70251,s70251,j17252,editor77097
a83850,s83850,j3176,editor77098
a7534,s7534,j14376,editor77099
a16832,s16832,j6416,editor77100
a14928,s14928,j5585,editor77101
a76387,s76387,j4802,editor77102
a33503,s33503,j14995,editor77103
a17949,s17949,j14222,editor77104
a17365,s17365,j4737,editor77105
a63533,s63533,j9767,editor77106
a97933,s97933,j12269,editor77107
a65783,s65783,j597,editor77108
a104674,s104674,j732,editor77109
a90681,s90681,j10333,editor77110
a78393,s78393,j17402,editor77111
a93681,s93681,j12389,editor77112
a21875,s21875,j11610,editor77113
a13376,s13376,j3135,editor77114
a62205,s62205,j1799,editor77115
a23565,s23565,j3208,editor77116
a98633,s98633,j17639,editor77117
a81597,s81597,j16266,editor77118
a15788,s15788,j11026,editor77119
a31391,s31391,j10983,editor77120
a57522,s57522,j12416,editor77121
a18819,s18819,j10710,editor77122
a47609,s47609,j16259,editor77123
a35364,s35364,j2846,editor77124
a99216,s99216,j10076,editor77125
a45970,s45970,j160,editor77126
a14177,s14177,j12861,editor77127
a30711,s30711,j5298,editor77128
a41684,s41684,j15806,editor77129
a101652,s101652,j7523,editor77130
a79545,s79545,j9490,editor77131
a36763,s36763,j7221,editor77132
a66254,s66254,j3460,editor77133
a10376,s10376,j6314,editor77134
a102500,s102500,j6299,editor77135
a17490,s17490,j14401,editor77136
a26366,s26366,j5618,editor77137
a97729,s97729,j12681,editor77138
a31356,s31356,j11271,editor77139
a31132,s31132,j18001,editor77140
a49347,s49347,j7579,editor77141
a77069,s77069,j6690,editor77142
a59937,s59937,j8795,editor77143
a64840,s64840,j3570,editor77144
a64863,s64863,j16535,editor77145
a46803,s46803,j1467,editor77146
a56875,s56875,j627,editor77147
a12343,s12343,j4078,editor77148
a61947,s61947,j14093,editor77149
a97412,s97412,j18087,editor77150
a13937,s13937,j6092,editor77151
a37275,s37275,j5050,editor77152
a51175,s51175,j10777,editor77153
a103472,s103472,j6254,editor77154
a47543,s47543,j8985,editor77155
a47145,s47145,j12097,editor77156
a83355,s83355,j13367,editor77157
a28620,s28620,j11906,editor77158
a92655,s92655,j13675,editor77159
a4398,s4398,j6319,editor77160
a4659,s4659,j19238,editor77161
a104742,s104742,j6344,editor77162
a5934,s5934,j5234,editor77163
a5507,s5507,j1066,editor77164
a70143,s70143,j4747,editor77165
a40591,s40591,c140,chair1415
a7582,s7582,j9470,editor77166
a100244,s100244,j9903,editor77167
a34366,s34366,j1108,editor77168
a40675,s40675,j11254,editor77169
a97991,s97991,j13523,editor77170
a93394,s93394,j19874,editor77171
a54520,s54520,j12540,editor77172
a30382,s30382,j7844,editor77173
a29105,s29105,j19911,editor77174
a68193,s68193,j3484,editor77175
a16712,s16712,j13076,editor77176
a30241,s30241,j7594,editor77177
a6932,s6932,j13510,editor77178
a6173,s6173,j1562,editor77179
a99393,s99393,j9288,editor77180
a75578,s75578,j13300,editor77181
a57392,s57392,j19721,editor77182
a104463,s104463,j8681,editor77183
a30898,s30898,j16337,editor77184
a98463,s98463,j4589,editor77185
a75623,s75623,j11757,editor77186
a59730,s59730,j714,editor77187
a65385,s65385,j17668,editor77188
a36530,s36530,j19710,editor77189
a87913,s87913,j18625,editor77190
a48585,s48585,j1658,editor77191
a10716,s10716,j19638,editor77192
a26842,s26842,j19886,editor77193
a9109,s9109,j5855,editor77194
a75406,s75406,j18188,editor77195
a79145,s79145,j2542,editor77196
a70911,s70911,j10539,editor77197
a19951,s19951,j8775,editor77198
a67426,s67426,j16854,editor77199
a42759,s42759,j10654,editor77200
a93875,s93875,j18546,editor77201
a18973,s18973,j1033,editor77202
a68109,s68109,j19200,editor77203
a104462,s104462,j12628,editor77204
a95490,s95490,j14813,editor77205
a19301,s19301,j14582,editor77206
a20320,s20320,j15787,editor77207
a35375,s35375,j12531,editor77208
a52016,s52016,j15795,editor77209
a57635,s57635,j19771,editor77210
a41100,s41100,j14695,editor77211
a35212,s35212,j1341,editor77212
a30545,s30545,j8862,editor77213
a11717,s11717,j12396,editor77214
a21903,s21903,j10896,editor77215
a91054,s91054,j6312,editor77216
a13028,s13028,j11371,editor77217
a85067,s85067,j2005,editor77218
a89905,s89905,j17915,editor77219
a51959,s51959,j3418,editor77220
a62485,s62485,j12107,editor77221
a31512,s31512,j3116,editor77222
a91723,s91723,j2241,editor77223
a96181,s96181,j18555,editor77224
a73699,s73699,j18454,editor77225
a60216,s60216,j2742,editor77226
a67855,s67855,c44,chair1416
a55130,s55130,j5683,editor77227
a59278,s59278,j3115,editor77228
a20152,s20152,j15183,editor77229
a93354,s93354,j11028,editor77230
a46293,s46293,j15656,editor77231
a51510,s51510,j136,editor77232
a705,s705,j548,editor77233
a45176,s45176,j15767,editor77234
a40252,s40252,j16405,editor77235
a19005,s19005,j216,editor77236
a48630,s48630,j16052,editor77237
a22158,s22158,j15823,editor77238
a61513,s61513,j9168,editor77239
a12795,s12795,j8759,editor77240
a30043,s30043,j11661,editor77241
a65200,s65200,j2761,editor77242
a62535,s62535,j2112,editor77243
a18356,s18356,j14405,editor77244
a27279,s27279,j16747,editor77245
a105186,s105186,j5849,editor77246
a85639,s85639,j19131,editor77247
a48886,s48886,j555,editor77248
a15289,s15289,j11155,editor77249
a67083,s67083,j9133,editor77250
a2026,s2026,j10305,editor77251
a104867,s104867,j16243,editor77252
a81928,s81928,j468,editor77253
a15925,s15925,j5263,editor77254
a98651,s98651,j11750,editor77255
a58882,s58882,j17821,editor77256
a3246,s3246,j6610,editor77257
a18231,s18231,j5390,editor77258
a80947,s80947,j771,editor77259
a59763,s59763,j6420,editor77260
a18009,s18009,j1595,editor77261
a15707,s15707,j16888,editor77262
a89821,s89821,j6005,editor77263
a103673,s103673,j13014,editor77264
a7603,s7603,j19643,editor77265
a68334,s68334,j8890,editor77266
a75520,s75520,j15951,editor77267
a59966,s59966,j15480,editor77268
a30261,s30261,j19977,editor77269
a86572,s86572,j4560,editor77270
a13223,s13223,j18732,editor77271
a101907,s101907,j19657,editor77272
a24488,s24488,j1202,editor77273
a89612,s89612,j9856,editor77274
a16818,s16818,j4323,editor77275
a66416,s66416,j16984,editor77276
a95741,s95741,j7252,editor77277
a84114,s84114,j6899,editor77278
a20336,s20336,c204,chair1417
a51862,s51862,j1366,editor77279
a38829,s38829,j7270,editor77280
a74392,s74392,j5898,editor77281
a21526,s21526,j15988,editor77282
a100133,s100133,j3183,editor77283
a88947,s88947,j12768,editor77284
a48215,s48215,j4287,editor77285
a57964,s57964,j16281,editor77286
a73892,s73892,j13154,editor77287
a17021,s17021,j17216,editor77288
a25118,s25118,j6404,editor77289
a15948,s15948,j16371,editor77290
a40776,s40776,j14666,editor77291
a41221,s41221,j868,editor77292
a43347,s43347,j4572,editor77293
a66927,s66927,j13805,editor77294
a25299,s25299,j8946,editor77295
a74581,s74581,j13107,editor77296
a48735,s48735,j3026,editor77297
a15546,s15546,j14115,editor77298
a50627,s50627,j9416,editor77299
a67148,s67148,j17102,editor77300
a41334,s41334,j16062,editor77301
a51753,s51753,j12096,editor77302
a1706,s1706,j4331,editor77303
a23423,s23423,c187,chair1418
a70037,s70037,j17761,editor77304
a75285,s75285,j8808,editor77305
a94313,s94313,j3043,editor77306
a90933,s90933,j3049,editor77307
a68125,s68125,j4875,editor77308
a81483,s81483,j2827,editor77309
a21565,s21565,j18413,editor77310
a45289,s45289,j931,editor77311
a45052,s45052,j19019,editor77312
a44370,s44370,j11731,editor77313
a40582,s40582,j265,editor77314
a39989,s39989,j17907,editor77315
a85251,s85251,j9989,editor77316
a41372,s41372,j14176,editor77317
a81616,s81616,j14713,editor77318
a51125,s51125,j4238,editor77319
a8012,s8012,j10752,editor77320
a47229,s47229,j16850,editor77321
a78498,s78498,j13494,editor77322
a12008,s12008,j13531,editor77323
a4834,s4834,j15274,editor77324
a63902,s63902,j1983,editor77325
a103946,s103946,j18875,editor77326
a62063,s62063,j12654,editor77327
a69068,s69068,j14784,editor77328
a49325,s49325,j11483,editor77329
a86303,s86303,j18874,editor77330
a62404,s62404,j14689,editor77331
a8065,s8065,j5754,editor77332
a8000,s8000,j7312,editor77333
a67750,s67750,j849,editor77334
a26178,s26178,j9197,editor77335
a54936,s54936,j362,editor77336
a52140,s52140,j11414,editor77337
a76029,s76029,j11734,editor77338
a78501,s78501,j4340,editor77339
a31747,s31747,j1061,editor77340
a63917,s63917,j14671,editor77341
a38907,s38907,j17399,editor77342
a15658,s15658,j9325,editor77343
a57315,s57315,j17557,editor77344
a39651,s39651,j7700,editor77345
a100012,s100012,j245,editor77346
a91952,s91952,j3958,editor77347
a99823,s99823,j19949,editor77348
a14641,s14641,j10773,editor77349
a576,s576,j14760,editor77350
a68460,s68460,j10635,editor77351
a83649,s83649,j3453,editor77352
a85028,s85028,j16948,editor77353
a2411,s2411,j14292,editor77354
a86646,s86646,j6375,editor77355
a71774,s71774,j11381,editor77356
a68483,s68483,j13951,editor77357
a14184,s14184,j15915,editor77358
a38369,s38369,j1941,editor77359
a92712,s92712,j990,editor77360
a79438,s79438,j9047,editor77361
a70697,s70697,j14844,editor77362
a100403,s100403,j899,editor77363
a11289,s11289,j5191,editor77364
a89429,s89429,j10364,editor77365
a83818,s83818,j6363,editor77366
a71135,s71135,j5096,editor77367
a97750,s97750,j12809,editor77368
a103574,s103574,j2954,editor77369
a99662,s99662,j10693,editor77370
a31354,s31354,j19769,editor77371
a68719,s68719,j9708,editor77372
a83603,s83603,j15262,editor77373
a72249,s72249,j10228,editor77374
a70388,s70388,j2298,editor77375
a105106,s105106,j18818,editor77376
a64344,s64344,j13230,editor77377
a12438,s12438,j19020,editor77378
a69700,s69700,j14882,editor77379
a40290,s40290,j2721,editor77380
a17944,s17944,j14123,editor77381
a10535,s10535,j10620,editor77382
a8527,s8527,j12182,editor77383
a85564,s85564,j152,editor77384
a4200,s4200,j7265,editor77385
a48760,s48760,j4496,editor77386
a36822,s36822,j3641,editor77387
a68882,s68882,j13790,editor77388
a96275,s96275,j8779,editor77389
a76604,s76604,j12618,editor77390
a40996,s40996,j14883,editor77391
a43042,s43042,j14385,editor77392
a59336,s59336,j5562,editor77393
a8353,s8353,j9082,editor77394
a94778,s94778,j3156,editor77395
a69368,s69368,j17560,editor77396
a41583,s41583,j1866,editor77397
a12029,s12029,j1412,editor77398
a43250,s43250,j2316,editor77399
a26527,s26527,j2551,editor77400
a92739,s92739,j14544,editor77401
a39678,s39678,j11658,editor77402
a72956,s72956,j15993,editor77403
a88178,s88178,j15202,editor77404
a94685,s94685,j2092,editor77405
a63304,s63304,j12434,editor77406
a71317,s71317,j5728,editor77407
a100489,s100489,j1007,editor77408
a98024,s98024,j12967,editor77409
a70298,s70298,j2908,editor77410
a37708,s37708,j6987,editor77411
a86549,s86549,j17334,editor77412
a8283,s8283,j10510,editor77413
a94372,s94372,j3101,editor77414
a51339,s51339,j6268,editor77415
a57272,s57272,j2785,editor77416
a27020,s27020,j11376,editor77417
a93340,s93340,j13866,editor77418
a93100,s93100,j8713,editor77419
a88265,s88265,j18273,editor77420
a64206,s64206,j11583,editor77421
a13771,s13771,j6466,editor77422
a2070,s2070,j18314,editor77423
a8515,s8515,j8801,editor77424
a15783,s15783,j3134,editor77425
a73744,s73744,j4437,editor77426
a18764,s18764,j13728,editor77427
a39705,s39705,j9962,editor77428
a99241,s99241,j4748,editor77429
a53603,s53603,j13074,editor77430
a68440,s68440,j3967,editor77431
a51209,s51209,j14328,editor77432
a42042,s42042,j19257,editor77433
a1691,s1691,j15769,editor77434
a7921,s7921,j2198,editor77435
a9534,s9534,j8046,editor77436
a30870,s30870,j5531,editor77437
a84134,s84134,j882,editor77438
a67229,s67229,j1181,editor77439
a84673,s84673,j3760,editor77440
a33763,s33763,j13307,editor77441
a64908,s64908,j2022,editor77442
a4616,s4616,j16017,editor77443
a72848,s72848,j6237,editor77444
a20575,s20575,j10378,editor77445
a72257,s72257,j12003,editor77446
a43781,s43781,j15465,editor77447
a92630,s92630,j12077,editor77448
a42341,s42341,j10063,editor77449
a18559,s18559,c183,chair1419
a25778,s25778,j19136,editor77450
a71796,s71796,j18530,editor77451
a97251,s97251,j5542,editor77452
a5335,s5335,j17372,editor77453
a94429,s94429,j17972,editor77454
a10190,s10190,j17978,editor77455
a93737,s93737,j17640,editor77456
a21465,s21465,j13978,editor77457
a36559,s36559,j16042,editor77458
a27156,s27156,j16309,editor77459
a71120,s71120,j14990,editor77460
a92163,s92163,j13495,editor77461
a30541,s30541,j15402,editor77462
a40963,s40963,j13000,editor77463
a72367,s72367,j6101,editor77464
a21237,s21237,j3715,editor77465
a20494,s20494,j17179,editor77466
a75352,s75352,j10599,editor77467
a78554,s78554,j2555,editor77468
a30006,s30006,j15199,editor77469
a52956,s52956,j19853,editor77470
a88455,s88455,j1702,editor77471
